IMAGE_URL,NAME,Name,TRAIT,url_source
"https://m.media-amazon.com/images/M/MV5BMzljNTAyNzAtODBiZC00YzUyLWE5YTYtYjgwMmYzMDY4ZjUzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg",Ashok Kumar,,"Ashok Kumar was one of India's most famous actors from before to after its independence from the UK. As a young assistant to Bengali film-maker Himanshu Rai, he got his start in acting by accident when he volunteered to substitute for the lead actor, Jeevan Naya (1936), who fell ill before ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNzM0OTA3MDAxN15BMl5BanBnXkFtZTgwMzg2OTczOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Sunil Dutt,,"Actor, social activist and politician. Sunil Dutt wore many hats and excelled in a plethora of roles that came his way - both on and off screen.Born on June 6th, 1929, Sunil Dutt grew up as Balraj Dutt in a family that had survived the Partition of India. A student of Mumbai's Jai Hind college, he ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BZmE5YTIwODYtMTA2OC00ZDg1LTk3NmItMGI1NzhjNTZiNjIyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR21,0,140,209_AL_.jpg",Sanjeev Kumar,,Harihar Jariwala a.k.a. Sanjeev Kumar was born in a Gujrati family in 1938. He portrayed many roles irrespective of the age or the type of chararcter. The actor ballooned in size in later years of his life due to the gastronomical pleasures he had inherited by sleeping in a kitchen while he was a ...,https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTY0MDY2MDMwOV5BMl5BanBnXkFtZTgwNDE4MDM0OTE@._V1_UY209_CR6,0,140,209_AL_.jpg",Ajay Devgn,,"Ajay Devgn is an Indian film actor, director, and producer. He made his film debut with Phool Aur Kaante in 1991 and received a Filmfare Award for Best Male Debut for his performance in the film. He then starred in films such as Courage (1992), Dilwale (1994), Suhaag (1994), Naajayaz (1995), Diljale...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTQ4MDcyOTExOV5BMl5BanBnXkFtZTgwOTQyMDU0OTE@._V1_UY209_CR12,0,140,209_AL_.jpg",Naseeruddin Shah,,"Naseeruddin Shah was born on July 20, 1950 in Barabanki, Uttar Pradesh, India. He is an actor, known for The League of Extraordinary Gentlemen (2003), A Wednesday (2008) and Jaane Bhi Do Yaaro (1983). He has been married to Ratna Pathak Shah since April 1, 1982. They have three children.",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjUyMWE5MjUtMDlkMC00ODc0LThkOTgtNjZhNDgyMTU5ZDhlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Anil Kapoor,,"Living in a Chawl in Tilak Nagar, Punjabi-speaking Anil was born in 1959 to Surinder and Nirmal aka Suchitra Kapoor. He has an elder brother, Boney, a sister, Reena, and a younger brother, Sanjay. His dad used to be Shammi Kapoor's Secretary.A loner, without many friends, he studied in the nearby ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNTcyNDUwNzEzNl5BMl5BanBnXkFtZTgwOTMxMjMzOTE@._V1_UY209_CR36,0,140,209_AL_.jpg",Shashi Kapoor,,"Shashi Kapoor is one of the leading actors of Indian cinema having appeared in 160 movies - 12 in English and 148 in Hindi. He has appeared in 148 Hindi films - of them played the solo lead hero in 61 films, was lead hero in 53 released multi star cast Hindi films, 2 unreleased multi star film and ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BYThkMTY3NDktMDBiNy00NWFhLWIyOWEtNGRkNDRiMGJjMjZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",Jeetendra,,"Ravi Kapoor was born in a business family that dealt with imitation Jewelery and used to live in a chawl. While supplying jewelry to V. Shantaram, he was cast as Sandhya's double in the 1959 movie 'Navrang'.His first break as a Bollywood leading man came in 'Geet Gaya Patharon Ne'. Although Ravi ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNzU2NTgwNzY1OF5BMl5BanBnXkFtZTcwMjQxNzcxOA@@._V1_UY209_CR87,0,140,209_AL_.jpg",Sanjay Dutt,,"Sanjay Dutt, son of Nargis and Sunil Dutt, was first featured in Rocky (1981), the movie was a box office hit.Sanjay's personal life was exacerbated by drug problems, and he later lost his wife Richa Sharma, to cancer. He was also arrested for having illegal weapons, and was imprisoned. After his ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTYwY2Y5ZWUtOGMxZC00ZDZlLWEzNGUtYmJkMGU3YTNhNWE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR17,0,140,209_AL_.jpg",Rajendra Kumar,,"Rajendra was born in the Punjabi-speaking Tuli family on July 12, 1929, in Sialkot, British India (now located in Pakistan).After the turbulent years of partition, at the age of 21, Rajendra got his first break in 'Jogan' during 1950. He attained fame in 'Mother India' during 1957, playing the son ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMGNlOWMyNDUtMjYzZi00YmE2LThjNTItMjFiOTA3YzBkZjZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR12,0,140,209_AL_.jpg",Vinod Khanna,,"At the start of his career, he played supporting or villainous characters in films such as Purab Aur Paschim, Sachaa Jhutha, Aan Milo Sajna, and Mastana in 1970, and in Mera Gaon Mera Desh, Elaan and Aan Milo Sajna in 1971.He got his first break as the solo lead hero in the film Hum Tum Aur Woh (...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjI4MzQyODYwOF5BMl5BanBnXkFtZTgwMTcxMTIzOTE@._V1_UY209_CR87,0,140,209_AL_.jpg",Nana Patekar,,"Vishwanath Patekar (born on January 1, 1951 in Murud-Janjira, Maharashtra, India) is an actor, writer and filmmaker. He is known for his work on Ab Tak Chhappan (2004), Politics (2010) and Parinda (1989). He made his acting debut in the early 70's and since then has been nominated for multiple ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTA5ODU1OTE5ODdeQTJeQWpwZ15BbWU3MDkyNzExMzY@._V1_UX140_CR0,0,140,209_AL_.jpg",Shammi Kapoor,,"Shamsher Raj ""Shammi"" Kapoor was the son of theater and film actor Prithviraj Kapoor and his wife Ramsarni ""Rama"" Mehra Kapoor. Shammi's acting career began in 1948, when he joined his father's theatrical company ""Prithvi Theatres."" Like his father and his brothers, Shammi eventually moved into the...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjEwN15BMl5BanBnXkFtZTgwODQ1NDQzNzE@._V1_UY209_CR69,0,140,209_AL_.jpg",Guru Dutt,,"Considered to be a man ahead of his time, Guru Dutt was one of the greatest icons of commercial Indian cinema. Although he made less than fifty films, they are believed to be the best to come from Bollywood's Golden Age, known both for their ability to reach out to the common man and for their ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjEwOTA2MjMwMl5BMl5BanBnXkFtZTcwODc3MDgxOA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Sunny Deol,,Ajay Singh Deol popularly known as Sunny Deol was born to actor Dharmendra and Prakash Kaur. Sunny began acting with super hit film Betaab (1983) which was a love story also featuring another new comer Amrita Singh; this film was a major success and then he goes on making films which portrayed him ...,https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjQwNDUxMzY4Ml5BMl5BanBnXkFtZTgwMTgxMTIzOTE@._V1_UY209_CR6,0,140,209_AL_.jpg",Mithun Chakraborty,,"Mithun Chakraborty was born on June 16, 1947 in Barisal, Bengal Presidency, British India as Gouranga Chakraborti. He is an actor, known for OMG: Oh My God! (2012), Vivekananda (1994) and Guru (2007). He has been married to Yogeeta Bali since July 1982. They have four children. He was previously ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTc4MjA5ODY4NF5BMl5BanBnXkFtZTcwNjUyMDUxMQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Om Puri,,"Om Puri was an Indian actor who has appeared in both mainstream Indian films and art films. His credits also include appearances in British and American films. He has received an honorary OBE.Puri was born in Ambala, Haryana. His father worked on the railways and served in the Indian Army. Puri ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMzUxNTM4MzQ4N15BMl5BanBnXkFtZTgwMjY1ODA0OTE@._V1_UY209_CR34,0,140,209_AL_.jpg",Manoj Kumar,,"Manoj Kumar was born on July 24, 1937 in Abbottabad, North-West Frontier Province, British India as Harikishen Giri Goswami. He is an actor and writer, known for Food, Clothing and Shelter (1974), Upkar (1967) and Shor (1972).",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTQ1MDc2Mjc2OF5BMl5BanBnXkFtZTcwMTc1MDU4OQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Pran,,"Pran was one of the leading character actors of Indian cinema. He was born on 12 February,1920 at Delhi. Pran was educated at different places namely Kapurthala, Unnao, Meerut, Dehradun and Rampur as his father late Lala Kewal Krishnan Sikand was a Government Civil Contractor for the construction ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BZDUzN2NkNzgtNGU3My00ZjA4LTgyYjMtZDA2NjhkMWIzMWZhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR1,0,140,209_AL_.jpg",Prithviraj Kapoor,,"Prithviraj Kapoor was born on November 3, 1906 in Samundri, Punjab, British India as Prithvinat Kapoor. He was an actor and director, known for Mughal-E-Azam (1960), Maharathi Karna (1944) and Draupadi (1931). He was married to Rama Kapoor. He died on May 29, 1972 in Bombay, Maharashtra, India.",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjJmNjM1YmUtNTA2Zi00Y2U0LTgyZTItMjQ5MTE4NWJhMDgyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR10,0,140,209_AL_.jpg",Rishi Kapoor,,"Born in south Mumbai, Kapoor is the second son of film director and actor Raj Kapoor. He did his schooling with his brothers at Campion School,Mumbai. His brothers are well-known actors, Randhir Kapoor and Rajiv Kapoor.Rishi Kapoor debuted in his father's 1970 film Mera Naam Joker, playing his ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNTM5ODM4NjExNV5BMl5BanBnXkFtZTgwNzk0ODA0OTE@._V1_UY209_CR16,0,140,209_AL_.jpg",Shatrughan Sinha,,"Shatrughan Sinha's first acting opportunity was playing a Pakistani military officer in Dev Anand's Prem Pujari. Subsequently, he got a small role as a police inspector in Mohan Sehgal's Sajan in 1969. The release of Prem Pujari was delayed, so his first released film was Sajan. He later appeared ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTUyNjI2NTg3M15BMl5BanBnXkFtZTcwNDEzNDg3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Saif Ali Khan,,"Saif is the son of Bollywood actress, Sharmila Tagore, and Indian cricketer, Mansoor Ali Khan.Both his grandfather, Iftikhar Ali Khan Pataudi, and father were professional cricketers. His mother, Sharmila Tagore, an actress within her own rights. He has two sisters, Bollywood actress Soha Ali Khan,...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BZjYwYjE4YjQtMTFmMi00NTlhLThjZjUtZTIyMTczMGU2ZDE5XkEyXkFqcGdeQXVyNzM2NzM0NDU@._V1_UX140_CR0,0,140,209_AL_.jpg",Hrithik Roshan,,"Hrithik Roshan is an Indian actor, born on 10th January 1974, well known globally for his versatile roles, unmatchable dancing skills and attractive looks.After having appeared in films as a child actor in the 1980s, Roshan made his film debut in a leading role in Kaho Naa... Pyaar Hai (2000) for ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BN2NjODM2NDItYTU0Ni00MzJmLWJkZTYtMjQ3ZDZjZmNjY2NhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Feroz Khan,,"Firoz was born in Bangalore on September 25, 1939 to a Pathan father, Sadiq, and an Iranian mother, Fatima. He has three brothers, Abbas alias Sanjay, Akbar, and Sameer. Both Sanjay and Akbar are actors within their own rights, while Sameer is a film-maker and assists in their Golden Palms Spa ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMzEzZDA2NzYtZTIwOS00NGYzLWE4ODEtYzJjZTM2OGMwNzMxXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Randhir Kapoor,,"Randhir Kapoor is one of the most influential men in Bollywood apart being the head of RK Studios in Chembur, Bombay - a studio that was started by his father - the showman Raj Kapoor. Randhir played the lead hero in 34 films from 1971-1987 and had 23 of them as box-office hits. Randhir Kapoor was ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNzEwNDgwMTk3Nl5BMl5BanBnXkFtZTgwNjMwOTU4MDI@._V1_UY209_CR14,0,140,209_AL_.jpg",Govinda,,"Govinda was born on December 21, 1963. Govinda has acted in over 120 films since his debut in 1986. Govinda is best-known for his comedy related roles; his powerful contribution in dancing in bollywood is inevitable. He is one of the most successful actors and is definitely the best dancer in ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BYzczOGViODMtMWY1Yi00ZTAwLTkzZjItYzlmMzU0NmM5YjBmXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR16,0,140,209_AL_.jpg",Jackie Shroff,,"Jaikishen was born in the Gujarati-speaking Shroff family on February 1, 1957. His dad's name is Kakubhai, his brother's is Hemant, and they live in Bandra, Bombay in a bungalow named 'Le Pepeyon"".A vegetarian, Jaikishen made his Bollywood debut in a bit-role as a villain in the hit Heera Panna (...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BZjNlMTdhYjYtODI0My00OTA2LTlkM2QtMGU5N2RhNWVlMWVjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Raaj Kumar,,"Raaj Kumar was born on October 8, 1926 in Loralai, Baluchistan, British India as Kulbhushan Pandit. He is known for his work on Kaajal (1965), Waqt (1965) and Dil Ek Mandir (1963). He died on July 3, 1996 in Mumbai, Maharashtra, India.",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BODUwMzUyNTUxMl5BMl5BanBnXkFtZTcwNDM2ODIyOA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Sunil Shetty,,"Sunil Shetty made his debut in 1992 with Balwaan (1992), which was not a major hit. Yet his great acting skills got noticed. For two years success eluded him until action thriller Mohra (1994) came along in 1994. Then followed his success streak with a comical film Gopi Kishan (1994) in which he ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BZDgwMGMzMWUtMmQ1Yi00NjM0LTlkMDgtMTk5MmFkMWJhNDY1XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR10,0,140,209_AL_.jpg",Balraj Sahni,,"Balraj Sahni was born on May 1, 1913 in Rawalpindi, Punjab, British India. He was an actor, known for Baazi (1951), Kabuliwala (1961) and Bhabhi (1957). He was married to Santosh Chandhok and Damayanti Sahni. He died on April 13, 1973 in Bombay, Maharashtra, India.",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BYTFkMTMzZjYtMDgyNS00MmMzLTg0ZDctNDEzYWE5MzdjNjkzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR11,0,140,209_AL_.jpg",Kishore Kumar,,"Abhas Kumar Ganguly was born in Khandwa, now in Madhya Pradesh. His dad's name was Kunjilal, a lawyer by profession, and his mom's name was Gouri Devi, who came from a wealthy family.Kishore was the youngest in the Ganguly family, preceded by Ashok Kumar, Sati, & Anoop Kumar (I). Sati was married ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjA4Nzk3MDU0OV5BMl5BanBnXkFtZTgwMTEyMDU0OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Emraan Hashmi,,"Emraan Hashmi was born 24 March 1979) is an Indian film actor who appears in Hindi languagefilms. Through his successful career, Hashmi has received three Filmfare Award nominations and has established himself as one of the most popular and highest-paid actor of Hindi cinema.Hashmi, member of the ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BOWUzNjU3YTUtOGIyMi00MDk3LTk1NDMtMzY4MDZlNDFhNTFhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR73,0,140,209_AL_.jpg",Amjad Khan,,"Amjad Khan was born on November 12, 1940 in Hyderabad, Hyderabad State, British India. He was an actor and director, known for Sholay (1975), Inseparable Friends (1981) and Maa Kasam (1985). He was married to Shaila Khan. He died on July 27, 1992 in Bombay, Maharashtra, India.",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNDg3NDgxNzY4NF5BMl5BanBnXkFtZTcwODMxODQzMg@@._V1_UY209_CR8,0,140,209_AL_.jpg",Irrfan Khan,,"Born Sahabzade Irfan Ali Khan, in Jaipur, Rajasthan (NW India) January 7, 1967 to a Pashto speaking Muslim family. Khan's mother, Begum Khan, was from the Tonk Hakim family and his father, Jagirdar Khan, from the Khajuriya village near the Tonk district, ran a tire business.The Khan family name ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTU5NTQwMTI0NV5BMl5BanBnXkFtZTcwNzQyNTgxOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Nawazuddin Siddiqui,,"Nawazuddin Siddiqui (born 1974) also known as Nowaz is an Indian film actor who has appeared in some of Bollywood's major films including, Black Friday (2004), New York (2009), Peepli Live (2010), Kahani (2012), Gangs of Wasseypur (2012) and Gangs of Wasseypur - Part 2 (2012).Early life and ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTk2ODU5Mjk2MV5BMl5BanBnXkFtZTcwODEzNDg3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Ranbir Kapoor,,"Son of Rishi Kapoor and Neetu Singh; nephew of actors Randhir Kapoor, Rajiv Kapoor, Kunal Kapoor. Grandnephew of actors Shashi Kapoor, Jennifer Kendal, Shammi Kapoor, Geeta Bali; cousin of actresses Kareena Kapoor, Karisma Kapoor.Belongs to the fourth generation of highly prestigious and considered ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNzZhNDQ1YzItNTVlOC00MmVmLTkzMjEtMDFmN2Q0MDU2YmQ3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR21,0,140,209_AL_.jpg",Amol Palekar,,"Amol Palekar was born on November 24, 1944 in Bombay, Bombay Presidency, British India. He is an actor and director, known for Kairee (1999), The Village Had No Walls (1995) and Gol Maal (1979).",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BYWRlMTk2NWYtYjhjNy00NmRjLTg4NWMtMmM2YjJlN2YwNWE4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Amrish Puri,,"Believe it or not, Amrish Puri wanted to become a Bollywood movie hero but failed a screen test in 1954. And what a failure it was! Mr. Puri went on to become one of the most renowned and credible villains in the history of Indian cinema. His most memorable and often quoted role is the character of...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjMyMjc1OTgzNF5BMl5BanBnXkFtZTgwMDY1NDMzOTE@._V1_UY209_CR3,0,140,209_AL_.jpg",Anupam Kher,,"Anupam Kher was born on March 7, 1955 in Shimla, Himachal Pradesh, India. He is an actor and producer, known for Silver Linings Playbook (2012), A Wednesday (2008) and M.S. Dhoni: The Untold Story (2016).",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BZTQwODQxNzItOGM3My00MTU2LWE3YWEtZmY5YTI5ZGM1ODI4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",Vinod Mehra,,"Vinod Mehra was born on February 13, 1945 in Amritsar, Punjab, British India. He is known for his work on Gurudev (1993), Jurm Aur Sazaa (1974) and Parde Ke Peechey (1971). He was married to Kiran, Meena Broca, Bindiya Goswami and Neeta Mehta. He died on October 30, 1990 in Bombay, Maharashtra, ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMGEzMDQ4NzYtOTllYi00MjI3LWJmNmItZjYyMjI5OWM0MDRmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR8,0,140,209_AL_.jpg",Sanjay Khan,,"Abbas Khan was born on January 3, 1941 in Bangalore, India. His family has mixed Pathan and Iranian blood. He has 3 brothers Sameer, Feroz and Akbar. Feroz and Akbar are movie stars within their own rights, while Sameer assists the family-run Golden Palms Spa in Bangalore.He entered the silver ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMjc5NTM5NjUyMV5BMl5BanBnXkFtZTgwMDEwMzU1OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Shahid Kapoor,,"Shahid's rise to stardom reads like a bollywood script: from a struggler to a winner. With his hard work, perseverance and sincerity, he has written his own destiny.Shahid is a mine of unabashed talent and spark, beneath his calm and innocent veneer. Shahid Kapoor is young and vibrant, with a ...",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMTY4MjgwODk4MF5BMl5BanBnXkFtZTgwNzAxNzE0MjE@._V1_UY209_CR87,0,140,209_AL_.jpg",Kay Kay Menon,,"Kay Kay Menon was born on October 2, 1966 in Kerala, India as Krishna Kumar Menon. He is an actor, known for Haider (2014), Black Friday (2004) and The Abeer Color (2009). He is married to Nivedita Bhattacharya.",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BMDBkODNiY2MtMzJmOC00ODRlLTk5ZTktMzkyZGRhMWNhOGUyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg",Alok Nath,,"Alok Nath was born on July 10, 1956 in Khagaria, Bihar, India. He is an actor and producer, known for Kabhi Khushi Kabhie Gham... (2001), Sapna Babul Ka.... Bidaai (2007) and Gandhi (1982).",https://www.imdb.com/list/ls025929404/
"https://m.media-amazon.com/images/M/MV5BNWYzY2QzNzUtYmVlYy00MmZjLTgxYjEtNjQyOWI5MzZkMDk4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Kader Khan,,"Kader Khan was born on December 11, 1937 in Pishin, Balochistan, British India. He was an actor and writer, known for Taqdeerwala (1995), Destiny and Fate (1981) and Angaar (1992). He was married to Azra Khan. He died on December 31, 2018 in Mississauga, Ontario, Canada.",https://www.imdb.com/list/ls025929404/
